,Unnamed: 0,title,description,price,rating,review,img5,categories
91,91,SKYWORTH CHEST FREEZER 270 L,"* ADJUSTABLE THERMOSTAR
* SLIDING GLASS
* HANDLE LOCK & KEY
*SUPER THICK FOAM LAYER
* 5 YEARS WARRANTY IN COMPRESSOR",44300,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
92,92,SKYWORTH CHEST FREEZER 145 L,"* ADJUSTABLE THERMOSTAR
* SLIDING GLASS
* HANDLE LOCK & KEY
*SUPER THICK FOAM LAYER
* 5 YEARS WARRANTY IN COMPRESSOR",30900,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
93,93,SKYWORTH CHEST FREEZER 95 L,"* ADJUSTABLE THERMOSTAR
* SLIDING GLASS
* HANDLE LOCK & KEY
*SUPER THICK FOAM LAYER
* 5 YEARS WARRANTY IN COMPRESSOR",28290,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
94,94,Whirlpool 215L 230 IMFRESH ROY HC-E4S,"2 STAR
FAST COOLING
12 HOURS COOLING BACKUP
STABILIZER FREE OPERATION 
10 YEARS OF WARRANTY IN COMPRESSOR",44500,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
95,95,Whirlpool 185L 200 IMPC PRM 2S SAPPHIRE ABYSS,"2 STAR
FAST COOLING
12 HOURS COOLING BACKUP
STABILIZER FREE OPERATION 
10 YEARS OF WARRANTY IN COMPRESSOR",33200,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
96,96,Whirlpool 185L 200 IMPC PRM ROY 2S CHROMIUM STEEL,"2 STAR
FAST COOLING
12 HOURS COOLING BACKUP
STABILIZER FREE OPERATION 
10 YEARS OF WARRANTY IN COMPRESSOR",34100,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
97,97,Whirlpool 185L 200 IMPC PRM 2S GREY TITANIUM,"2 STAR
FAST COOLING
12 HOURS COOLING BACKUP
STABILIZER FREE OPERATION 
10 YEARS OF WARRANTY IN COMPRESSOR",31000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
98,98,Whirlpool 185L 200 IMPC PRM 2S CHROMIUM STEEL,"2 STAR
FAST COOLING
12 HOURS COOLING BACKUP
STABILIZER FREE OPERATION 
10 YEARS OF WARRANTY IN COMPRESSOR",32000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
99,99,Whirlpool 185L 200 Genius CLS Plus 2S Wine Adora,"2 STAR
FAST COOLING
12 HOURS COOLING BACKUP
STABILIZER FREE OPERATION 
10 YEARS OF WARRANTY IN COMPRESSOR",32000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
100,100,Whirlpool 185L 200 Genius CLS 2S Wine,"2 STAR
FAST COOLING
12 HOURS COOLING BACKUP
STABILIZER FREE OPERATION 
10 YEARS OF WARRANTY IN COMPRESSOR",27500,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
101,101,Gem Refrigerator -180 LTR - Direct Cool - Camelot Blue,"Gem Refrigerator -180 LTR - Direct Cool - Camelot Blue




Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Transparent Veg Box
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
Base Drawer is optional
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating
12 Year Compressor Warranty
2 Year Complete Warranty",30000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
102,102,Gem Refrigerator -195 LTR - Direct Cool - Sharon Wine Red,"GEM -Single Door - 195 Ltr
Features

Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
12 years Compressor Warranty
Base Drawer is optional at extra cost
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating",34000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
103,103,Gem Refrigerator -195 LTR - Direct Cool - Sharon Blue,"GEM -Single Door - 195 Ltr
Features

Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
12 years Compressor Warranty
Base Drawer is optional at extra cost
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating",34000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
104,104,Gem Refrigerator -195 LTR - Direct Cool - Camelot Wine Red,"GEM -Single Door - 195 Ltr
Features

Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
12 years Compressor Warranty
Base Drawer is optional at extra cost
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating",34000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
105,105,Gem Refrigerator -195 LTR - Direct Cool - Camelot Blue,"GEM -Single Door - 195 Ltr
Features

Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
12 years Compressor Warranty
Base Drawer is optional at extra cost
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating",34000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
106,106,Gem Refrigerator - 215 Ltr - Direct Cool - Camelot Red,"Single Door Camelot Red 215 Ltr
Features

Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Transparent Veg Box
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
12 years Compressor Warranty
Base Drawer is optional at extra cost
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating",36000,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
107,107,Gem Refrigerator - 215 Ltr - Direct Cool - Sharon Blue,"Single Door Sharon Blue 215 Ltr
Features

Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Transparent Veg Box
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
12 years Compressor Warranty
Base Drawer is optional at extra cost
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating",36000,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
108,108,Gem Refrigerator - 100 LTR - Direct Cool - Silver Hairline,"GEM 100LTR OFFICE REFRIGERATOR

Thicker Insulation
Spacious Interior
Chiller Tray
Adjustable Shelves
Transparent Veg Box
Steel Finish Door
Door Finish: PLAIN GRAY PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Compressor: Reciprocating",24000,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
109,109,Gem Refrigerator -180 LTR - Direct Cool - Camelot Red,"Gem Refrigerator -180 LTR - Direct Cool - Camelot Red




Thicker Insulation
Energy Saving
Transparent Veg Box
VCM Floral Door
Transparent Veg Box
Door Lock
Anti – Bacterial Removable Gasket
Crystal Door Accessories
Toughened Glass Shelves
Stylish and Strudy Handle
No. 1 Compressor
Base Drawer is optional
Door Finish: PLAIN PCM
Cabinet Finish: Leather Finish Coat PCM
Refrigerator Shelf Type: Toughened Glass
Egg Tray: Yes
Compressor: Reciprocating
12 Year Compressor Warranty
2 Year Complete Warranty",30000,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
110,110,Whirlpool 240 L Refrigerator 20807,"Colour    Alpha SteelBrand    WhirlpoolModel Name    FP 263D PROTTON ROY ALPHA STEEL (N)Form Factor    Multi-doorPattern    Solid

Frost Free Multi-Door: Auto defrost to stop ice-build up
Capacity 240 L: Suitable for families with 2-3 members
Warranty: 1 year on product 10 years on compressor
Shelf Type: Toughened Glass
Also included in the box: User manual Warranty card",62360,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
111,111,Whirlpool Refrigerator 245 Ltrs  21200,"GENERAL



BRAND
Whirlpool


MODEL
21200


COLOR
Brown


TYPE
Double Door


DEFROSTING TYPE
Direct Cool


COMPRESSOR TYPE
NORMAL Compressor


CAPACITY
245Ltr


NUMBER OF DOOR
2


STAR RATING
2 Star


COOLPAD
No


TOUGHENED GLASS
Yes


BUILT-IN STABILIZER
Yes


PRODUCT DIMENSIONS
62 x 73 x 151.5 Centimeters


WEIGHT
50 kg",48162,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
112,112,Whirlpool Refrigerator 245l 21199,"Brand-Whirlpool
Model Number-21199
Dimension-56 x 66.2 x 158.6 cm
Color-Silver
Capacity-201 Litre to 250Litre
Works Without Stabilizer-Yes
Number Of Doors-2
Refrigerators Type-Double Door
Number Of Shelves-2
Defrosting-Yes
Smart Cooling-Yes
Inverter-No
Type Of Product-Frost Free Double Door Refrigerator
Warranty Type-Brand Warranty
Whats In The Box- Main Unit User Manual Warranty Card",48130,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
113,113,Whirlpool Refrigerator 185 Ltrs  71748,Brand    WhirlpoolModel Name   cCapacity    185 LEnergy Rating    2 StarRefrigerator Type    Top MountedDefrosting Type    Direct CoolColor    Grey TitaniumToughened Glass    YesDoor Type    Single DoorNumber of Doors    1BODY AND DESIGN FEATURESCoolpad    NoRPM    5400Built-in Stabilizer    NoShelf Material    Adapta Shelf and RegularWater & Ice Dispenser    NoDimensions    5.85 x 6.42 x 12.67 Meters,31810,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
114,114,Whirlpool 230 IMPRO PRM 3S Refrigerator 215 Ltr 71848,BRAND    WhirlpoolMODEL    71848COLOR    Shiny SteelTYPE    Single DoorDEFROSTING TYPE    Direct CoolCOMPRESSOR TYPE    NORMAL CompressorCAPACITY    215LtrNUMBER OF DOOR    1STAR RATING    4 StarCOOLPAD    NoTOUGHENED GLASS    YesBUILT-IN STABILIZER    YesPRODUCT DIMENSIONS    68.7 x 55.9 x 162.9 CentimetersWEIGHT    49 kg,41500,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
115,115,Whirlpool  Refrigerator 185Ltr 71608,"BRAND    Whirlpool
MODEL    71608
COLOR    Wine Red Floral
TYPE    Single Door
DEFROSTING TYPE    Direct Cool
COMPRESSOR TYPE    Powerful Compressor
CAPACITY    185 Ltr
NUMBER OF DOOR    1
STAR RATING    2 Star
COOLPAD    No
TOUGHENED GLASS    Yes
BUILT-IN STABILIZER    Yes
PRODUCT DIMENSIONS    61.5 x 53.5 x 119.5 Centimeters
WEIGHT    24 kg",33160,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
116,116,Whirlpool refrigerator 185l 71600,"Brand Whirlpool
Model No 71600
Energy Efficiency 2 Star
Capacity 185 Liters
Installation Type Free-Standing
In The Box 1 Refrigerator Unit Manual And Warranty Card
Type Single Door
Refrigerator Type Top Mount
Defrosting Type Direct Cool
Compressor Type Rotary Compressor
Capacity 185 L
Number Of Doors 1
Star Rating 2
Coolpad No
Toughened Glass Yes
Built-In Stabilizer Yes
BEE Rating Year 2019
Launch Year 2019
Net Height 1159 Mm Net Depth 604 Mm Net Width 536 Mm
Weight 33 Kg",30930,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
117,117,Whirlpool Refrigerator 185l 71593,"Brand: Whirlpool
Model: 71593
Capacity: 185 liters
Annual Energy Consumption: 195 Kilowatt Hours Per Year
Refrigerator Fresh Food Capacity: 152 liters
Freezer Capacity: 14 Liters
Voltage: 130-250 Volts
Number of Drawers: 1
Defrost System: Manual Defrost
Door Orientation: Right
Number of Shelves: 2
Included Components: Mounting Legs
Batteries Required: No
Manufacturer: Whirlpool Corporation
This product comes ready to use & does not require installation
Warranty: 1 Year on Product 10 Years on Compressor
Direct Cool Refrigerator
Spacious storage – Store up to 3 2L bottles in a bottle rack
185 L Up to 9 Hour Cooling Retention During Power Cuts
Insulated Capillary Technology & Laminar Airflow
Auto-Connect to Home Inverter
Stabilizer Free Operation (Range: 130 V – 300 V)",28390,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
118,118,Samsung 190 L Single Door Refrigerator RR19M20A2RH/IM,"STYLISH CROWN DESIGN 1
The stunning arched crown of the new range is just one example of its outstanding design aesthetics. While the inside of the refrigerator is designed to make your life more convenient the outside will also make it much more stylish and glamorous.





STABILISER FREE OPERATION
Samsung’s Refrigerators work very steadily and reliably even if there is high fluctuation in the voltage from as low as 160 V to as high as 260 V. The powerful compressor can even operate at 50 °C eliminating the need for a separate stabiliser and ensuring better energy efficiency. * stabiliser free operation range: 160 ~ 260 V.





16.5 L BIG VEG BOX
A quick glance is all it takes to find the right food thanks to a transparent bigger vegetable box. It’s also spacious enough to store large items such as watermelon and keep lots of other fruits and vegetable in the same place so it’s much easier to find everything you want.





TOUGHENED GLASS SHELVES
It’s safety first with the toughened glass shelves which can bear an impressive 150 kg of weight. They’re also free from heavy metals like lead and cadmium so there’s no risk of your food being contaminated.





ANTI FUNGAL GASKET
Keep your food extra hygienic with an anti-fungal door gasket that prevents fungi and bacteria from getting in and building up inside your refrigerator.





BIG BOTTLE GUARD
Why struggle to find space for larger bottles? You can easily store all of your favourite beverages (up to 2 L) using the spacious Big Bottle Guard in the new range of Samsung refrigerators.





SMOOTH BACK
A smooth safety panel covers the entire back of the refrigerator which protects the condenser so that it lasts longer and also makes it easy to keep the back clean.





FIRE RETARDANT WIRE
To protect users and avoid any risk from frequent power fluctuations all of the electrical parts and wires in Samsung Refrigerator are fire retardant.",28490,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
119,119,Samsung 190 L Single Door Refrigerator RR19M20A2RH/IM,"DETAILS



STYLISH CROWN DESIGN 1
The stunning arched crown of the new range is just one example of its outstanding design aesthetics. While the inside of the refrigerator is designed to make your life more convenient the outside will also make it much more stylish and glamorous.





STABILISER FREE OPERATION
Samsung’s Refrigerators work very steadily and reliably even if there is high fluctuation in the voltage from as low as 160 V to as high as 260 V. The powerful compressor can even operate at 50 °C eliminating the need for a separate stabiliser and ensuring better energy efficiency. * stabiliser free operation range: 160 ~ 260 V.





16.5 L BIG VEG BOX
A quick glance is all it takes to find the right food thanks to a transparent bigger vegetable box. It’s also spacious enough to store large items such as watermelon and keep lots of other fruits and vegetable in the same place so it’s much easier to find everything you want.





TOUGHENED GLASS SHELVES
It’s safety first with the toughened glass shelves which can bear an impressive 150 kg of weight. They’re also free from heavy metals like lead and cadmium so there’s no risk of your food being contaminated.





ANTI FUNGAL GASKET
Keep your food extra hygienic with an anti-fungal door gasket that prevents fungi and bacteria from getting in and building up inside your refrigerator.





BIG BOTTLE GUARD
Why struggle to find space for larger bottles? You can easily store all of your favourite beverages (up to 2 L) using the spacious Big Bottle Guard in the new range of Samsung refrigerators.





SMOOTH BACK
A smooth safety panel covers the entire back of the refrigerator which protects the condenser so that it lasts longer and also makes it easy to keep the back clean.





FIRE RETARDANT WIRE
To protect users and avoid any risk from frequent power fluctuations all of the electrical parts and wires in Samsung Refrigerator are fire retardant.




GENERAL



BRAND
Samsung


MODEL
RR19M20A2RH/IM


COLOR
Red


TYPE
Single Door


DEFROSTING TYPE
Direct Cool


COMPRESSOR TYPE
Reciprocatory Compressor


CAPACITY
192 ltrs


NUMBER OF DOOR
1


STAR RATING
3 Star


COOLPAD
Yes


TOUGHENED GLASS
No


BUILT-IN STABILIZER
Yes


OTHER GENERAL FEATURES
A/C CompressorCyclopentane InsulationFire Retardant WireMulti-use Box16.5 L Big Veg BoxBase Stand with DrawerStabiliser Free Operation


WEIGHT
30.4



PERFORMANCE FEATURES



AIR FLOW TYPE
No


TEMPERATURE CONTROL
Yes


MOISTURE CONTROL
No


OTHER PERFORMANCE FEATURES
Big Bottle Guards



BODY & DESIGN FEATURES



SHELF MATERIAL
Wired


INTERIOR FINISH
Yes



CONVENIENCE FEATURES



GASKET TYPE
Anti Fungal Gasket


WATER & ICE DISPENSER
No


WATER DISPENSER
No


DOOR LOCK
Yes


DOOR ALARM
No


REMOVABLE GASKET
Yes


ADDITIONAL CONVENIENCE FEATURES
Number of Shelf (Slide Out): 2Number of Vegetable and Fruit Drawer: 1Material of Vegetable and Fruit Drawer: Opaque PPIce MakerDoor Open Type: Swing16.5 L Big Vegetable Box



REFRIGERATOR COMPARTMENT FEATURES



GROSS REFRIGERATOR CAPACITY
167 L


NUMBER OF REFRIGERATOR SHELVES
2


REFRIGERATOR INTERIOR LIGHT
Yes


EGG TRAY
Yes


NUMBER OF REFRIGERATOR DRAWERS
1


NUMBER OF REFRIGERATOR DOOR BINS
4



FREEZER COMPARTMENT FEATURES



GROSS FREEZER CAPACITY
25 L


FREEZER TRAY TYPE
Ice Tray



ADDITIONAL FEATURES



WHEEL SUPPORT
No


COOLING REFRIGERANT
R-134a


INSULATION TYPE
Cyclopentane Insulation


NET TOTAL CAPACITY
183 L



POWER FEATURES



POWER CONSUMPTION
304 kWh


POWER REQUIREMENT
AC 135 ~ 290V


STABILIZER REQUIRED
No


OTHER POWER FEATURES
Energy Consumption: 304 kWh



SALES PACKAGE



IN THE BOX
Main UnitUser Manual


WIDTH
580 mm


HEIGHT
1260 mm


DEPTH
655 mm


WEIGHT
34.0000",29990,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
120,120,Histon 215Ltr (10 Year Warranty on Compressor),"1. Gross Capacity : 215 Ltr
2. 10 years compressor warranty
3. Semi Auto Defrosting System 
4.Transparrent Freezer Door 
5.Sliding Chiller tray with Multi-Purpose use 
6Adjustable shelves and front legs 
7.egg and utility Rack  
8. Anti fungal removal gasket  
9.Transparrent Accessories and 2 Ltr Big Bottle rack",32980,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
121,121,Histon 195Ltr (10 Year Warranty on Compressor),"1. Gross Capacity : 195 Ltr
2. 10 years compressor warranty
3. Semi Auto Defrosting System 
4.Transparrent Freezer Door 
5.Sliding Chiller tray with Multi-Purpose use 
6Adjustable shelves and front legs 
7.egg and utility Rack  
8. Anti fungal removal gasket  
9.Transparrent Accessories and 2 Ltr Big Bottle rack",31430,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
122,122,Histon 170Ltr (10 Year Warranty on Compressor),1. Gross Capacity : 170 Ltr2. 10 years compressor warranty3. Semi Auto Defrosting System 4.Transparrent Freezer Door 5.Sliding Chiller tray with Multi-Purpose use 6Adjustable shelves and front legs 7.egg and utility Rack 8. Anti fungal removal gasket 9.Transparrent Accessories and 2 Ltr Big Bottle rack,26446,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
123,123,Samsung 551 L Double Door Refrigerator RT56K6378SL/TL,"Digital Inverter Technology

Works longer more quietly & uses less energyDigital Inverter Technology automatically adjusts the compressor speed in response to cooling demand across 7 levels. It uses less energy minimizes noise and reduces wear and tears for longer-lasting performance. * Based on internal testing compared with Samsungs conventional model.




Twin Cooling Plus

Moisture-Full Freshness all over the fridgeOnly Twin Cooling Plus™ creates a favorable environment for preserving fresh food in the fridge with 70% humidity compared to 30% in a conventional Frost Free Refrigerator. So it keeps ingredients fresh for longer without drying out.Deliciously tasty odor free frozen foodThe Twin Cooling Plus™ system cools the compartments separately to stop unexpected odors spreading from fridge to freezer. So frozen food retains more of its original flavor.








Convertible 5 Modes

Introducing world-first Smart Convertible 5-in-1 Refrigerator powered by Twin Cooling Plus™ technology that allows the freezer to convert into a fridge with five different mode options.Apart from Normal Mode this comes with Extra Fridge Mode which is perfect when there is a need for additional fridge space. So now if you bring home more bags home just convert your freezer into a fridge with Extra Fridge Mode.If you are going out on vacation & need to store some food in the freezer simply switch on Vacation Mode and keep only the freezer on & turn off the fridge section.With the change of season just switch to Seasonal Mode keep only the fridge on & switch off the freezer.When alone at home and dont have a lot to store just switch to Home Alone Mode that switches off the fridge and converts the freezer section into a fridge.And not only the 5 conversion modes are the perfect solution to different storage needs but every mode also saves energy giving more savings.*Section is in idle mode.




10 Year Warranty

Enjoy the peace of mind that comes with a 10-year warranty on the compressor of the Samsung refrigerator powered with Digital Inverter Technology.








Bar Handle

The stylish handle of the new collection is designed to lend a touch of glamour to your interiors and at the same time adds to your convenience.




Smart Connect Inverter (Automatic)

Now you can connect the refrigerator to your Home Inverter without any worries. Go ahead and enjoy uninterrupted cooling to keep your food fresh even during power cuts. Connect Inverter enables the refrigerator to work even when there is a power cut in the house and the refrigerator has switched to back up power.











Coolpack 12 Hours

The Cool Pack feature in the freezer of this Samsung refrigerator comes to the rescue during power outages. It keeps food frozen up to 12 hours* maintaining a temperature below 0 °C.*Result basis on Samsung internal lab test conditions. Individual results may vary.




Power Cool

Chill food 31%* faster with the Power Cool feature on this Samsung refrigerator. With a faster chill food will stay optimally fresh for longer and beverages will be quickly chilled.*Result basis on Samsung internal lab test conditions. Individual results may vary.






Power Freeze

Now never run out of ice cubes. The Power Freeze feature on this Samsung refrigerator allows up to 31%* faster ice making thus conveniently reducing the waiting time. Have ice cubes anytime with the push of a button.*Result basis on Samsung internal lab test conditions. Individual results may vary.




Digital Display

The LED display adds a touch of sophistication while putting a wealth of controls at your fingertips. Change temperature settings or turn on Power Cool to quickly chill recently bought items.






Anti-Bacteria Protector

Keeps air hygienically clean and freshAn Anti-Bacterial Protector keeps the fridge clean and hygienic. Air is passed through an Activated Carbon filter so it is constantly sterilized and deodorized while an anti-bacterial mesh eliminates bacteria.




Easy Slide Shelf

The Slide & Fold Shelf adds extra flexibility to your storage. It can be easily removed folded up or raised and lowered to fit in any sized items including large and bulky containers so there’s no wasted space.






Twist Ice Maker

Samsung Twist Ice Maker is easy to use. A simple twist is all you need to dispense ice cubes. Also Comparatively less freezer area means fast ice making which means you can have more ice cubes in a short time period.




2nd Veg Box

Keep small produce in the Crisper drawer*. This 2nd vegetable box along with Moist Fresh Zone allows you to store separate easily perishable soft texture produce like berries cherry tomatoes and mushrooms.",194990,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
124,124,SAMSUNG RR19A210AGS 192 Litres Single Door Refrigerator,"Model - RR19A210AGS (2020)
Direct-cool refrigerator : economical and Cooling without fluctuation
Capacity 192 liters
Energy rating 2 Star
Manufacturer warranty: 1 year on product 10 years on compressor
Normal Compressor
Spill proof toughened glass shelves
Spl. Features: voltage range : 130V - 290V clear View lamp
Stylish Crown Design",30990,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
125,125,Whirlpool Refrigerator Double door 245L 21429,"Brand-Whirlpool
Model Number-21429
Dimension-56 x 66.2 x 158.6 cm
Capacity-201 Litre to 250Litre
Works Without Stabilizer-Yes
Number Of Doors-2
Refrigerators Type-Double Door
Number Of Shelves-2
Defrosting-Yes
Smart Cooling-Yes
Inverter-No
Type Of Product-Frost Free Double Door Refrigerator
Warranty Type-Brand Warranty
Whats In The Box- Main Unit User Manual Warranty Card",53920,no rating,no review, https://cdn.sastodeal.com/catalog/product/1/0/10_-_copy.jpg,Kitchen Appliences
126,126,Whirlpool Refrigerator Double door 245L 214300,"Brand-Whirlpool
Model Number-214300
Dimension-56 x 66.2 x 158.6 cm
Capacity-201 Litre to 250Litre
Works Without Stabilizer-Yes
Number Of Doors-2
Refrigerators Type-Double Door
Number Of Shelves-2
Defrosting-Yes
Smart Cooling-Yes
Inverter-No
Type Of Product-Frost Free Double Door Refrigerator
Warranty Type-Brand Warranty
Whats In The Box- Main Unit User Manual Warranty Card",53920,no rating,no review, https://cdn.sastodeal.com/catalog/product/3/1/31igftc-9nl.jpg,Kitchen Appliences
127,127,Samsung Refrigerator 192L (RR24A272ZCU),no description,44490,no rating,no review, https://cdn.sastodeal.com/catalog/product/3/1/31igftc-9nl.jpg,Kitchen Appliences
128,128,Hisense RQ56WC4SS - 510 Litres Inverter 4 Crossed Side -By-Side Door Refrigerator,"510 Litres Capacity
4 Crossed Door Type
Pure Flat Design
Stainless Steel Silver
Recessed Oneline Handle
Non Plumbed Water Dispenser
Inverter Compresser",155490,no rating,no review, https://cdn.sastodeal.com/catalog/product/3/1/31igftc-9nl.jpg,Kitchen Appliences
129,129,Samsung Single Door Refrigerator RR20T282ZR8/IM- 192 L,"Toughened Glass Material
Ice Maker/Egg Tray/Interior Light
Fresh Room/Base Drawer Stand
Non Cooling Basket
Ice Tray",41490,no rating,no review, https://cdn.sastodeal.com/catalog/product/3/1/31igftc-9nl.jpg,Kitchen Appliences
130,130,Samsung Double-door Refrigerator - 253l Rt28k3052s8,Frost-free double-door refrigerator; 253 litres capacityEnergy Rating: 3 StarDigital inverter technologySmart connect inverter (automatic),60990,no rating,no review, https://cdn.sastodeal.com/catalog/product/3/1/31igftc-9nl.jpg,Kitchen Appliences
131,131,Samsung 314 L  Double Door Refrigerator RT34T46324R,"Frost-free refrigerator; 314 litres capacity
Energy Rating: 2 Star
Warranty: 1 year on product 10 years on compressor
Frost free refrigerator greater than 300L: auto defrost function to prevent ice-build up
Suitable for family of 3 to 4 members
Digital inverter compressor – energy efficient less noise & more durable
Toughened glass shelves",78990,no rating,no review, https://cdn.sastodeal.com/catalog/product/3/1/31igftc-9nl.jpg,Kitchen Appliences
